prime_awardee_name,subawardee_name,subaward_action_date,subaward_amount,subaward_description
"TORCH TECHNOLOGIES, INC.",FOUR LLC,2021-11-10,58913.76,"3.1 Purchase and execute hardware/Software (HW/SW) to support HWIL missile simulation design, development, integration, testing, and
 verification. Perform analysis of current and future missile systems against evolving hypersonic enemy threats. (IAW PWS Para. 2.0.2,
 2.1.1, 2.1.2, 2.1.5, 2.1.6)
 3.2 Provide planning and develop requirements for Hardware in the Loop (HWIL) to support assessment of hypersonic missile system interceptor designs and environments. (IAW PWS Para. 2.0.2, 2.1.1, 2.1.2, 2.1.5)
 3.3 Integrate and interface HWIL components and configure, calibrate, install and perform checkout and verification of operational readiness of the equipment in the simulation environment. (IAW PWS Para. 2.2.1, 2.2.2, 2.2.4, 2.2.5, 2.2.6)
 3.4 Assess candidate specifications, system requirements, modeling, analysis, and engineering for missile system design and development to counter HD threats. Perform design studies and trades to provide M&S system engineering requirements for concept analysis and element requirements for element integration. (IAW PWS Para. 2.1.1, 2.1.2, 2.1.5, 2.1.6)
 3.5 Provide software modeling and simulation (M&S) development and documentation for models, simulations, supporting tools, analyses,
 trade studies, performance characterizations, and missile system assessments. (IAW PWS Para. 2.1.1, 2.1.2, 2.1.6)
 3.6 Maintain simulations and facility hardware, software, M&S tools and interfaces. Develop plans and procedures to support missile system simulation development, maintain M&S tools, and identify and properly implement improvements. (IAW PWS Para. 2.3.1, 2.3.2, 2.3.5)"
"TORCH TECHNOLOGIES, INC.","FORCE 3, LLC",2020-12-08,55254.22,"The purpose of this effort is to provide Common Truth Service support services for the development, operation, maintenance, and modification of missile phenomenology and environment simulation models within the Systems Simulation Software & Integration (S3I) Directorate. The THAAD Trainer group requires environmental structures to increase efficiency and space at S3I."
"TORCH TECHNOLOGIES, INC.","FORCE 3, LLC",2020-12-08,55254.22,"The purpose of this effort is to provide Common Truth Service support services for the development, operation, maintenance, and modification of missile phenomenology and environment simulation models within the Systems Simulation Software & Integration (S3I) Directorate. The THAAD Trainer group requires environmental structures to increase efficiency and space at S3I."
"TORCH TECHNOLOGIES, INC.","SIRIUS FEDERAL, LLC",2021-11-16,51654.94,"SSD Shelf,12G,24x960GB,-QS, SW,Per-0.1TB,Flash,01,QS, etc."
"TORCH TECHNOLOGIES, INC.","UNICOM GOVERNMENT, INC.",2021-02-09,44286.53,"Material/ODC to support the requirement specified
 in the TDO entitled, ""FY20 Hypersonic Defense
 Missile System Support,"" dated 22 July 2020 (See
 Attachment 0001)."
"TORCH TECHNOLOGIES, INC.",CARAHSOFT TECHNOLOGY CORP.,2021-11-19,43887.81,"3.1 Purchase and execute hardware/Software (HW/SW) to support HWIL missile simulation design, development, integration, testing, and
 verification. Perform analysis of current and future missile systems against evolving hypersonic enemy threats. (IAW PWS Para. 2.0.2,
 2.1.1, 2.1.2, 2.1.5, 2.1.6)
 3.2 Provide planning and develop requirements for Hardware in the Loop (HWIL) to support assessment of hypersonic missile system interceptor designs and environments. (IAW PWS Para. 2.0.2, 2.1.1, 2.1.2, 2.1.5)
 3.3 Integrate and interface HWIL components and configure, calibrate, install and perform checkout and verification of operational readiness of the equipment in the simulation environment. (IAW PWS Para. 2.2.1, 2.2.2, 2.2.4, 2.2.5, 2.2.6)
 3.4 Assess candidate specifications, system requirements, modeling, analysis, and engineering for missile system design and development to counter HD threats. Perform design studies and trades to provide M&S system engineering requirements for concept analysis and element requirements for element integration. (IAW PWS Para. 2.1.1, 2.1.2, 2.1.5, 2.1.6)
 3.5 Provide software modeling and simulation (M&S) development and documentation for models, simulations, supporting tools, analyses,
 trade studies, performance characterizations, and missile system assessments. (IAW PWS Para. 2.1.1, 2.1.2, 2.1.6)
 3.6 Maintain simulations and facility hardware, software, M&S tools and interfaces. Develop plans and procedures to support missile system simulation development, maintain M&S tools, and identify and properly implement improvements. (IAW PWS Para. 2.3.1, 2.3.2, 2.3.5)"
EXO-ATMOSPHERIC TECHNOLOGIES LLC,PURDUE UNIVERSITY,2019-04-05,33007.0,wind tunnel testing
EXO-ATMOSPHERIC TECHNOLOGIES LLC,PURDUE UNIVERSITY,2019-04-06,33007.0,Purdue University to conduct wind tunnel tests to determine efficiency and performance of a multi-flap system.
EXO-ATMOSPHERIC TECHNOLOGIES LLC,PURDUE UNIVERSITY,2020-07-23,32813.0,Mach-6 quiet tunnel experiments
TECH-X CORPORATION,"REGENTS OF THE UNIVERSITY OF COLORADO, THE",2021-02-24,50000.0,"Task 1: Provide theoretical interpretation and simulation guidance to Tech X on plasma antenna
 radiation and coupling of plasma surface currents.
 Task 2: Run independent simulations using FEKO software and custom plasma simulation codes to assist
 Phase I feasibility study"
"AEROJET ROCKETDYNE, INC.","DUCWORKS, INC.",2022-02-11,31480.0,Glide Breaker T2006385 Compression Mold
"AEROJET ROCKETDYNE, INC.","AMERICAN AUTOMATED ENGINEERING, INC.",2022-02-07,57577.49,Glide Breaker
"AEROJET ROCKETDYNE, INC.","GENERAL DYNAMICS OTS (NICEVILLE), INC.",2020-06-11,1720988.0,SUPPORTING DESIGN AND PROTOTYPE TEST UNITS
"AEROJET ROCKETDYNE, INC.",LOCKHEED MARTIN CORPORATION,2020-08-12,702599.83,AC355550N
"AEROJET ROCKETDYNE, INC.","PLASMA PROCESSES, LLC",2021-07-23,150960.0,A07922250-001 A07922245-001
"AEROJET ROCKETDYNE, INC.",LOCKHEED MARTIN CORPORATION,2021-08-24,109360.0,AC355550N/720
"AEROJET ROCKETDYNE, INC.",ENERSYS ADVANCED SYSTEMS INC.,2020-09-30,97915.65,Trade Study
"AEROJET ROCKETDYNE, INC.","AMERICAN AUTOMATED ENGINEERING, INC.",2021-02-13,95798.84,TDP-364864 & TDP 364538 Glide-Breaker billets & insulators
"AEROJET ROCKETDYNE, INC.",RHENIUM ALLOYS INC,2021-05-30,90363.16,AC355550N
"AEROJET ROCKETDYNE, INC.",ULTRAMET,2021-07-16,87834.15,A07922021-001-OSP-COT Pintle Divert Thruster Coating
"AEROJET ROCKETDYNE, INC.",LOCKHEED MARTIN CORPORATION,2021-05-30,86784.0,AC355550N
"AEROJET ROCKETDYNE, INC.","PLASMA PROCESSES, LLC",2021-06-10,86160.0,A07432031-109-OSP-FAB
"AEROJET ROCKETDYNE, INC.",ROSEMOUNT SPECIALTY PRODUCTS LLC,2020-11-16,81950.0,GB Pressure Sensors (Carter)
"AEROJET ROCKETDYNE, INC.","AMERICAN AUTOMATED ENGINEERING, INC.",2021-06-22,77433.96,Glide Breaker
"AEROJET ROCKETDYNE, INC.",GENERAL PRODUCTS LLC,2021-11-03,71570.88,Cast FWD & AFT Propellant Cup Cast Tool.
"AEROJET ROCKETDYNE, INC.",UTRON KINETICS LLC,2021-11-10,70500.0,PINTLE SHIELD
"AEROJET ROCKETDYNE, INC.",FIBER MATERIALS INC.,2021-05-11,70483.44,AC355550N/280
"AEROJET ROCKETDYNE, INC.","TMX ENGINEERING, LLC",2021-07-22,66722.0,ACS Thruster Dome
"AEROJET ROCKETDYNE, INC.","PLASMA PROCESSES, LLC",2021-01-11,60900.0,A07922250-001A07922245-001
"AEROJET ROCKETDYNE, INC.","THALER MACHINE COMPANY, LLC",2021-09-13,51256.0,"Housing, Thaler, Glidebreaker, HVO"
"AEROJET ROCKETDYNE, INC.",ULTRAMET,2020-11-18,50000.0,VFW-4D C-C-SIC
"AEROJET ROCKETDYNE, INC.","MARTINEZ AND TUREK, INC.",2021-06-17,49445.0,Glidebreaker - Wind Mandrel Composite Case
"AEROJET ROCKETDYNE, INC.",FIBER MATERIALS INC.,2021-01-25,45968.74,AC355550N/280_GB
"AEROJET ROCKETDYNE, INC.","AMERICAN AUTOMATED ENGINEERING, INC.",2021-09-24,41930.58,Janie Wallace - Glide Breaker AC355550N/380
"AEROJET ROCKETDYNE, INC.","REINHOLD INDUSTRIES, INC.",2021-02-23,41800.0,Glidebreaker Insulator Parts
"AEROJET ROCKETDYNE, INC.","TMX ENGINEERING, LLC",2021-06-23,38501.0,Glidebreaker - Gas Generator Components
"AEROJET ROCKETDYNE, INC.","AMERICAN AUTOMATED ENGINEERING, INC.",2021-04-21,38229.0,GLIDE BREAKER MXCE 55N
"AEROJET ROCKETDYNE, INC.","PLASMA PROCESSES, LLC",2021-06-24,37950.0,AC355550N/720
"AEROJET ROCKETDYNE, INC.",WELDALOY PRODUCTS COMPANY,2021-02-02,37767.5,Glidebreaker & AUS A07832108-001 Aft Dome Forging
"AEROJET ROCKETDYNE, INC.","THALER MACHINE COMPANY, LLC",2021-10-28,35683.0,"Glide Breaker, Aft Closures, VAO"
"AEROJET ROCKETDYNE, INC.","THALER MACHINE COMPANY, LLC",2021-11-16,32965.0,Glidebreaker
"AEROJET ROCKETDYNE, INC.","TMX ENGINEERING, LLC",2021-02-24,31594.0,AC355550N Thruster - Actuator
"TORCH TECHNOLOGIES, INC.",DELL FEDERAL SYSTEMS L.P.,2019-09-13,137544.0,"The contractor shall provide the following services in support of the S3I Directorate: 3.1. Support the Advanced Technology Branch with the development and maintenance of its current suite of missile element modeling simulation, digital simulation, and Hardware-In-The-Loop. 3.1.1. Support the development of special test equipment (STE) configuration modifications (IAW PWS Para 2.1.4) 
 3.1.2. Interface and operate special purpose missile simulation interface and control hardware (IAWS PWS Para 2.2.4) 
 3.1.3. Perform calibration and maintenance of simulation and development facilities including computers, consoles and simulators (IAW PWS Para. 2.3.1)"
"TORCH TECHNOLOGIES, INC.",DELL FEDERAL SYSTEMS L.P.,2019-09-13,137544.0,"The contractor shall provide the following services in support of the S3I Directorate: 3.1. Support the Advanced Technology Branch with the development and maintenance of its current suite of missile element modeling simulation, digital simulation, and Hardware-In-The-Loop. 3.1.1. Support the development of special test equipment (STE) configuration modifications (IAW PWS Para 2.1.4) 
 3.1.2. Interface and operate special purpose missile simulation interface and control hardware (IAWS PWS Para 2.2.4) 
 3.1.3. Perform calibration and maintenance of simulation and development facilities including computers, consoles and simulators (IAW PWS Para. 2.3.1)"
"TORCH TECHNOLOGIES, INC.",DELL FEDERAL SYSTEMS L.P.,2019-09-13,137544.0,"The contractor shall provide the following services in support of the S3I Directorate: 3.1. Support the Advanced Technology Branch with the development and maintenance of its current suite of missile element modeling simulation, digital simulation, and Hardware-In-The-Loop. 3.1.1. Support the development of special test equipment (STE) configuration modifications (IAW PWS Para 2.1.4) 
 3.1.2. Interface and operate special purpose missile simulation interface and control hardware (IAWS PWS Para 2.2.4) 
 3.1.3. Perform calibration and maintenance of simulation and development facilities including computers, consoles and simulators (IAW PWS Para. 2.3.1)"
"TORCH TECHNOLOGIES, INC.",DELL FEDERAL SYSTEMS L.P.,2019-09-13,137544.0,"The contractor shall provide the following services in support of the S3I Directorate: 3.1. Support the Advanced Technology Branch with the development and maintenance of its current suite of missile element modeling simulation, digital simulation, and Hardware-In-The-Loop. 3.1.1. Support the development of special test equipment (STE) configuration modifications (IAW PWS Para 2.1.4) 
 3.1.2. Interface and operate special purpose missile simulation interface and control hardware (IAWS PWS Para 2.2.4) 
 3.1.3. Perform calibration and maintenance of simulation and development facilities including computers, consoles and simulators (IAW PWS Para. 2.3.1)"
"TORCH TECHNOLOGIES, INC.","IMMIXTECHNOLOGY, INC.",2019-09-25,46800.0,"The contractor shall provide the following services in support of the S3I Directorate: 3.1. Support the Advanced Technology Branch with the development and maintenance of its current suite of missile element modeling simulation, digital simulation, and Hardware-In-The-Loop. 3.1.1. Support the development of special test equipment (STE) configuration modifications (IAW PWS Para 2.1.4) 
 3.1.2. Interface and operate special purpose missile simulation interface and control hardware (IAWS PWS Para 2.2.4) 
 3.1.3. Perform calibration and maintenance of simulation and development facilities including computers, consoles and simulators (IAW PWS Para. 2.3.1)"
"TORCH TECHNOLOGIES, INC.","IMMIXTECHNOLOGY, INC.",2019-09-25,46800.0,"The contractor shall provide the following services in support of the S3I Directorate: 3.1. Support the Advanced Technology Branch with the development and maintenance of its current suite of missile element modeling simulation, digital simulation, and Hardware-In-The-Loop. 3.1.1. Support the development of special test equipment (STE) configuration modifications (IAW PWS Para 2.1.4) 
 3.1.2. Interface and operate special purpose missile simulation interface and control hardware (IAWS PWS Para 2.2.4) 
 3.1.3. Perform calibration and maintenance of simulation and development facilities including computers, consoles and simulators (IAW PWS Para. 2.3.1)"
"TORCH TECHNOLOGIES, INC.","IMMIXTECHNOLOGY, INC.",2019-09-25,46800.0,"The contractor shall provide the following services in support of the S3I Directorate: 3.1. Support the Advanced Technology Branch with the development and maintenance of its current suite of missile element modeling simulation, digital simulation, and Hardware-In-The-Loop. 3.1.1. Support the development of special test equipment (STE) configuration modifications (IAW PWS Para 2.1.4) 
 3.1.2. Interface and operate special purpose missile simulation interface and control hardware (IAWS PWS Para 2.2.4) 
 3.1.3. Perform calibration and maintenance of simulation and development facilities including computers, consoles and simulators (IAW PWS Para. 2.3.1)"
"TORCH TECHNOLOGIES, INC.","IMMIXTECHNOLOGY, INC.",2019-09-25,46800.0,"The contractor shall provide the following services in support of the S3I Directorate: 3.1. Support the Advanced Technology Branch with the development and maintenance of its current suite of missile element modeling simulation, digital simulation, and Hardware-In-The-Loop. 3.1.1. Support the development of special test equipment (STE) configuration modifications (IAW PWS Para 2.1.4) 
 3.1.2. Interface and operate special purpose missile simulation interface and control hardware (IAWS PWS Para 2.2.4) 
 3.1.3. Perform calibration and maintenance of simulation and development facilities including computers, consoles and simulators (IAW PWS Para. 2.3.1)"
PURDUE UNIVERSITY,UNIVERSITY OF NOTRE DAME DU LAC,2019-09-13,1904990.0,Collaboration on Design and Initial Development
CREARE LLC,"MATERIAL DYNAMICS AND DEVICES, INC.",2016-10-03,290274.0,"Design, fabrication, and testing of TEG based environmental sensors for hypersonic vehicles."
RAYTHEON COMPANY,"FIFTH GAIT TECHNOLOGIES, INC.",2019-10-28,118437.0,TIME & MATERIAL
RAYTHEON COMPANY,"GICHNER SYSTEMS GROUP, INC.",2018-12-05,162172.0,Firm Fixed Price
"TORCH TECHNOLOGIES, INC.","Bardan International, Inc.",2020-05-07,73276.45,"The contractor shall provide the following services in support of the S3I efforts:
 3.1 Technology Test & Evaluation Center (TTEC)
 3.1.1 The contractor shall support the planning, development, and implementation of specialized software/hardware elements necessary for the creation of the non-real time and real time Hypersonic Threat Sensor Technology Scene Projector (HTST-SP) HWIL capability for multi-spectrum missile simulation element facilities. The HTST-SP HWIL will integrate and interface various seekers/sensors, target/environment signatures, and countermeasure hardware/software into target generation systems to assess/evaluate missile threats, missile capabilities, and the development of advanced tactical algorithms. The contractor shall purchase hardware/software and implement into the TTEC for
 development of the HTST-SP and cyber technology in the missile simulation facilities. (IAW PWS Para. 2.0.2, 2.1.3, 2.2.2, 2.2.4)
 3.1.2 The contractor shall support the purchasing and implementation of specialized software/hardware elements for the development of missile digital simulators to create missile threat target trajectories and multi-spectrum missile threat signatures. These inputs will be injected into the HTST-SP HWIL for missile threat assessments/evaluations and cyber testing and analysis. Additionally, these software/hardware elements will be used to conduct analyses of data created by the HTST-SP HWIL facility. The contractor shall purchase hardware/software materials and implement into the Modeling, Simulation, Software and Analysis (MSSA) facility. (IAW PWS Para. 2.0.2, 2.1.1, 2.1.2, 2.1.3)"
"TORCH TECHNOLOGIES, INC.","Bardan International, Inc.",2020-05-07,73276.45,"The contractor shall provide the following services in support of the S3I efforts:
 3.1 Technology Test & Evaluation Center (TTEC)
 3.1.1 The contractor shall support the planning, development, and implementation of specialized software/hardware elements necessary for the creation of the non-real time and real time Hypersonic Threat Sensor Technology Scene Projector (HTST-SP) HWIL capability for multi-spectrum missile simulation element facilities. The HTST-SP HWIL will integrate and interface various seekers/sensors, target/environment signatures, and countermeasure hardware/software into target generation systems to assess/evaluate missile threats, missile capabilities, and the development of advanced tactical algorithms. The contractor shall purchase hardware/software and implement into the TTEC for
 development of the HTST-SP and cyber technology in the missile simulation facilities. (IAW PWS Para. 2.0.2, 2.1.3, 2.2.2, 2.2.4)
 3.1.2 The contractor shall support the purchasing and implementation of specialized software/hardware elements for the development of missile digital simulators to create missile threat target trajectories and multi-spectrum missile threat signatures. These inputs will be injected into the HTST-SP HWIL for missile threat assessments/evaluations and cyber testing and analysis. Additionally, these software/hardware elements will be used to conduct analyses of data created by the HTST-SP HWIL facility. The contractor shall purchase hardware/software materials and implement into the Modeling, Simulation, Software and Analysis (MSSA) facility. (IAW PWS Para. 2.0.2, 2.1.1, 2.1.2, 2.1.3)"
"TORCH TECHNOLOGIES, INC.","Bardan International, Inc.",2020-05-07,73276.45,"The contractor shall provide the following services in support of the S3I efforts:
 3.1 Technology Test & Evaluation Center (TTEC)
 3.1.1 The contractor shall support the planning, development, and implementation of specialized software/hardware elements necessary for the creation of the non-real time and real time Hypersonic Threat Sensor Technology Scene Projector (HTST-SP) HWIL capability for multi-spectrum missile simulation element facilities. The HTST-SP HWIL will integrate and interface various seekers/sensors, target/environment signatures, and countermeasure hardware/software into target generation systems to assess/evaluate missile threats, missile capabilities, and the development of advanced tactical algorithms. The contractor shall purchase hardware/software and implement into the TTEC for
 development of the HTST-SP and cyber technology in the missile simulation facilities. (IAW PWS Para. 2.0.2, 2.1.3, 2.2.2, 2.2.4)
 3.1.2 The contractor shall support the purchasing and implementation of specialized software/hardware elements for the development of missile digital simulators to create missile threat target trajectories and multi-spectrum missile threat signatures. These inputs will be injected into the HTST-SP HWIL for missile threat assessments/evaluations and cyber testing and analysis. Additionally, these software/hardware elements will be used to conduct analyses of data created by the HTST-SP HWIL facility. The contractor shall purchase hardware/software materials and implement into the Modeling, Simulation, Software and Analysis (MSSA) facility. (IAW PWS Para. 2.0.2, 2.1.1, 2.1.2, 2.1.3)"
